"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"885","1 Lincoln St, Boston, MA","829","100 South Main Street, Natick","5/28/2017 - 8/26/2017, Weekdays, PM Peak",2660,1975,3581
"885","1 Lincoln St, Boston, MA","830","C Street, Natick","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1930,1398,2662
"885","1 Lincoln St, Boston, MA","831","0 Woodland Road, Stoneham","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1475,980,2218
"885","1 Lincoln St, Boston, MA","832","0 Rodgers Road, Stoneham","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1707,1175,2478
"885","1 Lincoln St, Boston, MA","833","300 Highland Avenue, Winchester","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1659,1155,2381
"885","1 Lincoln St, Boston, MA","834","0 Orchard Street, Medford","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1763,1302,2385
"885","1 Lincoln St, Boston, MA","835","0 Marston Street, Medford","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1525,1015,2289
"885","1 Lincoln St, Boston, MA","836","100 Central Avenue, Medford","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1279,808,2022
"885","1 Lincoln St, Boston, MA","837","0 Mc Cormack Avenue, Medford","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1384,887,2157
"885","1 Lincoln St, Boston, MA","838","100 West Street, Malden","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1680,1246,2263
"885","1 Lincoln St, Boston, MA","839","0 Webber Street, Malden","5/28/2017 - 8/26/2017, Weekdays, PM Peak",2007,1444,2787
"885","1 Lincoln St, Boston, MA","840","0 Hamilton Road, West Somerville, Somerville","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1792,1275,2518
"885","1 Lincoln St, Boston, MA","843","0 Upham Street, Highlands, Lowell","5/28/2017 - 8/26/2017, Weekdays, PM Peak",3152,2365,4200
