"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"885","1 Lincoln St, Boston, MA","413","200 Marion Street, Central-Maverick Square / Paris Street, Boston","4/3/2017 - 5/27/2017, Weekdays, PM Peak",1120,699,1792
"885","1 Lincoln St, Boston, MA","415","0 Pickwick Road, Marblehead","4/3/2017 - 5/27/2017, Weekdays, PM Peak",3157,2633,3784
"885","1 Lincoln St, Boston, MA","417","Ash Avenue, Salem","4/3/2017 - 5/27/2017, Weekdays, PM Peak",2413,2101,2770
"885","1 Lincoln St, Boston, MA","418","0 Cauldron Court, Salem","4/3/2017 - 5/27/2017, Weekdays, PM Peak",2756,2152,3528
"885","1 Lincoln St, Boston, MA","419","Poplar Avenue, Lynn","4/3/2017 - 5/27/2017, Weekdays, PM Peak",2190,1694,2830
"885","1 Lincoln St, Boston, MA","420","0 Warren Avenue, Saugus","4/3/2017 - 5/27/2017, Weekdays, PM Peak",2224,1451,3408
"885","1 Lincoln St, Boston, MA","424","200 Warren Street, Brookline","4/3/2017 - 5/27/2017, Weekdays, PM Peak",2080,1592,2716
"885","1 Lincoln St, Boston, MA","425","200 Bolton Street, D Street / West Broadway, Boston","4/3/2017 - 5/27/2017, Weekdays, PM Peak",696,473,1023
"885","1 Lincoln St, Boston, MA","426","0 Ledgewood Road, Dedham","4/3/2017 - 5/27/2017, Weekdays, PM Peak",1824,1301,2556
"885","1 Lincoln St, Boston, MA","427","400 Charles River Street, Needham","4/3/2017 - 5/27/2017, Weekdays, PM Peak",2398,1775,3238
"885","1 Lincoln St, Boston, MA","428","0 Dukes Road, Wellesley Hills, Wellesley","4/3/2017 - 5/27/2017, Weekdays, PM Peak",2177,1624,2918
"885","1 Lincoln St, Boston, MA","430","300 Central Street, Saugus","4/3/2017 - 5/27/2017, Weekdays, PM Peak",1691,1084,2636
"885","1 Lincoln St, Boston, MA","431","0 East Huckleberry Road, Lynnfield","4/3/2017 - 5/27/2017, Weekdays, PM Peak",2010,1333,3030
"885","1 Lincoln St, Boston, MA","432","0 Irving Street, Peabody","4/3/2017 - 5/27/2017, Weekdays, PM Peak",2252,1593,3182
"885","1 Lincoln St, Boston, MA","433","0 Sherwood Avenue, Danvers","4/3/2017 - 5/27/2017, Weekdays, PM Peak",2420,1741,3362
"885","1 Lincoln St, Boston, MA","435","300 Harrison Avenue, South End, Boston","4/3/2017 - 5/27/2017, Weekdays, PM Peak",315,79,1249
"885","1 Lincoln St, Boston, MA","440","0 Ridge Road, Foxborough, Foxborough","4/3/2017 - 5/27/2017, Weekdays, PM Peak",2752,2027,3735
"885","1 Lincoln St, Boston, MA","441","0 Currier Farm Road, Westwood","4/3/2017 - 5/27/2017, Weekdays, PM Peak",1990,1396,2835
"885","1 Lincoln St, Boston, MA","444","0 Cedarcrest Road, Canton","4/3/2017 - 5/27/2017, Weekdays, PM Peak",2170,1528,3080
"885","1 Lincoln St, Boston, MA","445","1400 Canton Avenue, Milton","4/3/2017 - 5/27/2017, Weekdays, PM Peak",1699,1169,2468
"885","1 Lincoln St, Boston, MA","446","0 Colby Road, North Quincy, Quincy","4/3/2017 - 5/27/2017, Weekdays, PM Peak",1257,811,1947
"885","1 Lincoln St, Boston, MA","447","0 Murphy Memorial Drive, Quincy","4/3/2017 - 5/27/2017, Weekdays, PM Peak",1702,1213,2386
